Stdout: [2024-01-11T11:26:36+00:00] INFO: Started Cinc Zero at chefzero://localhost:1 with repository at /etc/chef (One version per cookbook)
Stdout: [2024-01-11T11:26:36+00:00] INFO: *** Cinc Client 18.2.7 ***
Stdout: [2024-01-11T11:26:36+00:00] INFO: Platform: x86_64-linux
Stdout: [2024-01-11T11:26:36+00:00] INFO: Cinc-client pid: 30896
Stdout: [2024-01-11T11:26:56+00:00] WARN: Run List override has been provided.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/test/libraries/instance.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/test/libraries/node.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/test/libraries/os_properties.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/libraries/environment.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/templates/profile/path.sh.erb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/libraries/test.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/libraries/kitchen.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/metadata.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/metadata.json in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/libraries/helpers.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/libraries/networking.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/kitchen.shared-install.yml in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/cluster.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/environment.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/users_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/users.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/users_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/users_ubuntu.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/users_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/versions.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/kitchen.shared-config.yml in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/recipes/setup_envars.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/recipes/default.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-shared/attributes/users_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/kitchen.platform-install.yml in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/arm_pl_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/arm_pl_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/arm_pl_redhat8.rb in the cache.
Stdout:   - aws-parallelcluster-shared (3.8.0)[2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/partial/_arm_pl_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/arm_pl_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/arm_pl_ubuntu22.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/build_tools/build_tools_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/arm_pl/arm_pl_ubuntu20.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/build_tools/build_tools_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/build_tools/build_tools_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/build_tools/build_tools_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/build_tools/partial/_build_tools_yum.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/c_states_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/c_states_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/c_states_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/c_states_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/build_tools/build_tools_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/c_states_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/partial/_c_states_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/partial/_c_states_debian.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/c_states/partial/_c_states_redhat_based.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/chrony/chrony_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/chrony/chrony_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/chrony/chrony_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/chrony/chrony_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/chrony/partial/_chrony_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/create_modulefile.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/chrony/chrony_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/dcv_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/dcv_alinux2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/dcv_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/dcv_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/dcv_ubuntu22.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/partial/_dcv_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/partial/_ubuntu_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/partial/_rhel_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/dcv/dcv_ubuntu20.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/fabric_manager_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/fabric_manager_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/fabric_manager_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/fabric_manager_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/fabric_manager_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/partial/_fabric_manager_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/partial/_fabric_manager_install_debian.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fabric_manager/partial/_fabric_manager_install_rhel.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/gdrcopy_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/gdrcopy_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/fetch_config.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/gdrcopy_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/gdrcopy_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/gdrcopy_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/partial/_gdrcopy_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/install_packages_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/install_packages_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/install_packages_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/install_packages_ubuntu22.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/install_packages_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/partial/_install_packages_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/install_packages_ubuntu20.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/gdrcopy/partial/_gdrcopy_common_rhel.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/partial/_install_packages_debian.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/intel_hpc/intel_hpc.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/modules_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/intel_hpc/intel_hpc_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/install_packages/partial/_install_packages_rhel_amazon.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/modules_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/modules_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/modules_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/modules_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/partial/_modules_apt.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/partial/_modules_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/nvidia_dcgm_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/modules/partial/_modules_yum.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/nvidia_dcgm_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/nvidia_dcgm_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/nvidia_dcgm_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/partial/_nvidia_dcgm_alinux2_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/nvidia_dcgm_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_dcgm/partial/_nvidia_dcgm_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_driver/nvidia_driver_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_driver/nvidia_driver_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_driver/nvidia_driver_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_driver/nvidia_driver_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_driver/partial/_nvidia_driver_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_driver/nvidia_driver_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_repo/nvidia_repo_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_repo/nvidia_repo_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_repo/nvidia_repo_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_repo/partial/_nvidia_repo_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_repo/nvidia_repo_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/nvidia_repo/nvidia_repo_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/partial/_setup.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/sticky_bits/sticky_bits.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/sticky_bits/sticky_bits_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/partial/_common.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/stunnel_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/stunnel_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/stunnel_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/stunnel_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/resources/stunnel/stunnel_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/arm_pl_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/c_states_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/awscli_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/chrony_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/build_tools_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/ami_cleanup_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/cookbook_virtualenv_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/cluster_user_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/cron_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/dcv_spec.rb in the cache.
Stdout: [2024-01-11T11:26:57+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-platform/test/controls/directories_spec.rb in the cache.
